username,Label,text,date,bot
rumnner,Positif,didik wajib vaksin sebaga syarat ptm batas cepat vaksinasi guru vaksin tenaga didik,12/17/2021,0
nisaahani,Positif,ptm prokes perintah tes pcr siswa tenaga didik sekolah rutin minimal,12/17/2021,0
Reyneraea,Positif,tular klaster ptm batas satu didik fakta data komulatif juli loh data prokes,12/17/2021,0
GekNiendy,Positif,tular klaster ptm batas capai satu didik fakta data komulatif juli data,12/17/2021,0
titasantikay,Positif,ptm murid murid semangat ajar ketemu temen temen vaksin tenaga didik,12/17/2021,0
sneyigi,Negatif,ptm hahaha jaga ketat,12/17/2021,0
jawapos,Positif,smk jombang ptm persen,12/17/2021,0
nahdyafear,Positif,tenaga didik vaksin aman lupa prokesnya mari dukung ptm vaksin tenaga didik,12/17/2021,0
duniazie,Positif,strategi lai adl integrasi aplikasi peduli lindung implementasi satu didik hasil statistik level akurasi tingi jadi patok ambil putus ptm batas prokes,12/17/2021,0
maulana696969,Positif,prof wiku,12/17/2021,0
Aryprasetyo85,Negatif,cegah klaster,12/17/2021,0
agriosmor,Positif,ih ptm kelompok bye,12/17/2021,0
DayatRain,Positif,deteksi level tuju tular masif tutup sekolah sangkut sekolah protokol sehat boleh lanjut ptm batas prokes,12/17/2021,0
minejeongkim,Negatif,males besok ptm,12/17/2021,0
OfiSgumelar,Positif,dengar isu kluster sekolah sekolah menyelengarakan ptm batas biarpun prokes cek keabsahanya keliru berita,12/17/2021,0
Herrreza,Negatif,klaster sekolah trus klaster keluarga pecah vaksin blom ngotot ptm,12/17/2021,0
eradotid,Netral,ajar tatap muka laksana wilayah terap batas batas,12/17/2021,0
iyaainicaca,Positif,ptm ganjil rame gada foto foto bondingnya dapet sukak,12/17/2021,0
RadioElshinta,Negatif,sdn pangang gunung kidul henti ptm siswa positif covid,12/17/2021,0
duniazie,Positif,satu didik tingkat paud sd butuh ptm batas syarat prokes,12/17/2021,0
FatimahAqila,Positif,fakta angka klaster ptm batas data lapor sekolah pasti warga sekolah siswa guru perangkat sekolah tular covid infeksi sekolah,12/17/2021,0
FatimahAqila,Positif,penasaran ngak metode terap perintah dukung ptm batas,12/17/2021,0
nufazee,Positif,bosan bosan pasti prokes sekolah ptm batas patuh atur tentu perintah baik,12/17/2021,0
arawtaki,Negatif,males ptm tai ledig,12/17/2021,0
hamaydaasahi,Negatif,sumpah males besok ptm lemes gada tenaga ketemu,12/17/2021,0
hai_dev7,Positif,nugas besok ptm copyright sakit burem papa sekolah,12/17/2021,0
MagiecForest,Negatif,ptm tugas yutub gmn gw kuota woy,12/17/2021,0
Emayant63176260,Netral,tua takut khawatir sekolah terap ajar tatap muka vaksin bukti aman,12/17/2021,0
jaemrendy,Negatif,kemaren ptm sma temen buka bljr nonton drama homo trade mark,12/17/2021,0
jeochao,Negatif,kemarin semangat ptm males,12/17/2021,0
jaemin1813,Positif,tidur besok ptm god night mots,12/17/2021,0
makkeolli,Positif,bye besok ptm,12/17/2021,0
127fairy,Positif,last day ptm bsk ok strong,12/17/2021,0
ssaahheess,Negatif,nga besok ptm,12/17/2021,0
tastudyy,Positif,bsok ptm,12/17/2021,0
sici_loro_telu,Positif,alah ptm,12/17/2021,0
EkonomiUI,Positif,besok ptm wish luck,12/17/2021,0
MariaGSoemitro,Positif,sekolah protokol sehat boleh lanjut ptm batas,12/17/2021,0
IniInka,Positif,peran dukung ortu sukses ptm batas,12/17/2021,0
dinklerspring,Negatif,ptm malesin,12/17/2021,0
myozhyme,Positif,ptm upaya selamat anak anak risiko dampak negatif ajar jarak pj panjang,12/17/2021,0
durentawarr,Positif,ptm kalang anak anak usia,12/17/2021,0
AruanMeutia,Positif,ptm sekolah maximal banding pj rumah,12/17/2021,0
AbahCaem,Positif,harap pelaksanan ptm lancar puan,12/17/2021,0
AmdBadawi,Positif,terap prokes ketat sat ptm batas,12/17/2021,0
enjinahomo,Positif,ptm gk jls,12/17/2021,0
lavgguk,Negatif,gamau ptm sesi sore pls,12/17/2021,0
KaryatiNiken,Positif,awas ketat camat ptm tular potensi camat so prokes,12/17/2021,0
jawapos,Negatif,disdik jabar tunda ptm sma negeri kota bogor imbas keroyok,12/17/2021,0
itajegegbaliid,Positif,pikir tunda ptm akibat rugi jangka long term disbenefit siswa sehinga fokus awas tingkat advanced surveilance dukung program ptm batas tetep prokes,12/17/2021,0
WieHakim,Positif,kasi ajar cuman materi buku online butuh ajar sosial moga solusi baik dukung ptm batas lupa prokes,12/17/2021,0
yuniarinukti,Positif,menteri nadiem sat sekolah ptm batas paruh lo menteri didik khawatir ajar jarak rasa optimal ptm batas prokes,12/17/2021,0
sampulmunim,Positif,tua lupa ingetin anak ptm batas patuh prokes semangat sekolah sekolah prokes,12/17/2021,0
DoniPratamaa22,Positif,anak sekolah semingu ptm ajar menit klu kondisi pandemi baik ptm dilakukn tingkat dr siswa dlm semingu pakai masker sekolah prokes,12/17/2021,0
Elvia210406,Positif,wilayah level sekolah ptm vaksin patuh prokes moga ptm jalan lancar sekolah prokes,12/17/2021,0
Qeena1328,Positif,abad abad materi neng pasti moga ptm jalan lancar sekolah prokes,12/17/2021,0
mazeruivn,Positif,alhamdulilah boleh ptm neng capai pakai masker sekolah prokes,12/17/2021,0
cvwddle,Positif,semangat ptm daring,12/17/2021,0
arusbaik_id,Positif,siswa alhamdulilah jokowi ptm mantap,12/17/2021,0
happynewtear_,Positif,alhamdulilah ptm bund trade mark,12/17/2021,0
fannyyfp,Negatif,ptm resah anj sedih,12/17/2021,0
kompascom,Positif,alhamdulilah lapor kait ptm klaster akibat ptm kota tangerang,12/17/2021,0
chococlou,Positif,ko orng orng ptm,12/17/2021,0
keisaurusss,Negatif,ptm,12/17/2021,0
panggilnady,Positif,mowning semangat ptm,12/17/2021,0
OKoerix,Positif,vaksinasi ajar tuju lindung ajar tular virus kovid sat pelaksanan ptm,12/17/2021,0
ApodioB,Positif,vaksinasi masal ajar sma smk siap sambut ptm,12/17/2021,0
janggut_kece,Positif,dukung vaksinasi ajar ptm realisasi,12/17/2021,0
bayufitri,Positif,ptm batas sekolah wajib bentuk satgas covid berkordinasi puskesmas tugas sosialisasi ptm batas sekolah tua murid terap prokes,12/17/2021,0
FatimahAqila,Positif,tular klaster ptm batas capai satu didik fakta data komulatif juli lho data,12/17/2021,0
blueblurl,Negatif,males besok ptm jadwal olahragamana siang,12/17/2021,0
glacegyu,Positif,neng mingu gada tangungan tugas besok ptm gp senang trade mark,12/17/2021,0
haewaffle,Negatif,takut ptm,12/17/2021,0
RAsmaraningsih,Positif,boleh ortunya ptm batas jin ajar rumah diskriminasi,12/17/2021,0
MIRATIPRIMASARI,Positif,isu klaster tular akibat ptm batas capai persen satu didik tepis nadiem persen data kumulatif juli data prokes sekolah,12/16/2021,0
hemoglo0bin,Positif,ptm,12/16/2021,0
yuniarinukti,Positif,giat ptm batas bias sekolah tri sehat kemendikbud ristek ada kolaborasi evaluasi pelakasanan ptm sekolah tutup positivity rate atas prokes,12/16/2021,0
marcleevi,Positif,ptm mapel metik,12/16/2021,0
rftvryn,Positif,anak anak orangtua hapy sekolah ofline ajar tatap muka batas ptmt,12/16/2021,0
ayojalanterus_,Positif,ptm klaster covid,12/16/2021,0
Kampret_Sakau15,Positif,ptm laksana dorong maju prestasi siswa juang jokowi,12/16/2021,0
alviantofauzanp,Negatif,tolak keras ptm mingu ful,12/16/2021,0
kororo1001,Negatif,ptm argh,12/16/2021,0
FiryalAfrieani,Positif,moga ptm batas jalan lancar harap tenaga didik vaksin semangat vaksin tenaga didik,12/16/2021,0
rencjune,Negatif,ptm gada temen males,12/16/2021,0
GitaSari207,Positif,sekolah indah habis ajar jarak mari dukung ptm vaksin tenaga didik,12/16/2021,0
imberbigirl,Positif,satu didik jalan ptm batas laksana semangat vaksin tenaga didik,12/16/2021,0
jwooxi,Negatif,kmrn gajadi ptm neng mls sklh males ribut sblm brgkt,12/16/2021,0
jungjle,Positif,anak anak pasti kangen ajar ofline pj panjang akibat buruk loh mari dukung ptm vaksin tenaga didik,12/16/2021,0
dulflsk_,Negatif,turun ptm mingdep tpi takut circle alah dri td mikirin mulu,12/16/2021,0
Anjani31777292,Positif,ptm laksana juang jokowi,12/16/2021,0
suci_risalah,Positif,deteksi tingkat tuju temu positif direview sekolah sangkut sekolah prokes nga zink ptm batas,12/16/2021,0
Lullaby_96,Positif,deteksi level tuju tular masif sekolah sangkut tutup sekolah protokol sehat boleh lanjut ptm batas,12/16/2021,0
Pute_simpjake,Positif,ye besok besok ptm,12/16/2021,0
missufed,Negatif,ptm,12/16/2021,0
bigwindoyyie,Negatif,mager ptm alah,12/16/2021,0
kwookiy,Negatif,alah males ptm,12/16/2021,0
dewishol1703,Positif,fyi metode ambil sampling tiap kota kabupaten minimal persen alokasi sesuai sekolah ptm batas camat,12/16/2021,0
fideel__,Positif,neng proses ptm,12/16/2021,0
taejinkookjell,Negatif,sumpah mles bngt ptm alah,12/16/2021,0
yxmbigwin5,Negatif,males besok ptm,12/16/2021,0
S0HN3RlC,Negatif,besok ptm males,12/16/2021,0
kiexneo,Positif,bismilah bsk ptm,12/16/2021,0
blluside,Positif,alah pgn ptm isi spay alah asghakaksna pusing,12/16/2021,0
alfurqonfairuz,Positif,alhamdulilah ajar tatap muka angsur angsur pulih sedia mapel penjaskes mts darul amien jajag banyuwangi laksana halaman madrasah serta didik antusias ikut,12/16/2021,0
altaresarvt,Negatif,lgi males ptm cape pls kola,12/16/2021,0
younderi,Positif,kampus ajar tatap muka omong dosen ofline kelas ac mati kam panas suasana,12/16/2021,0
kiddiiesha,Negatif,males ptm asli jujur no tipu tipu no hoax asli no kwkw,12/16/2021,0
prriitaa,Positif,ptm corona ilang,12/16/2021,0
rachmaaayu1,Positif,ptm sesi trs bareng parkir kelas,12/16/2021,0
dekcrayon,Positif,strategi deteksi masif proses ptm batas prokes antisipasi muncul klaster ptm batas colong informasi simpang siur rugi,12/16/2021,0
baekooko,Negatif,ptm takut,12/16/2021,0
kumparan,Positif,dinas didik kota banda aceh sekolah tingkat didik kelar ptm batas,12/16/2021,0
bbibbibinn,Negatif,anjing ajar tatap muka beneran tangal oktober nang,12/16/2021,0
argxis,Negatif,capek ptm rumah ngerjain tugas ngulang materi sepupu rewel suruh buatin poster alhamdulilah ajar sampe nga ptm god evening rest wel,12/16/2021,0
IsmeLibertarian,Positif,perintah hati hati putus kait ptm laku sekolah usia sekolah hinga sma jaga prokes ketat vaksinasi,12/16/2021,0
pvonys,Positif,rekomendasi kpai dukung ptm,12/16/2021,0
durenasem,Positif,ptm sekolah terap prokes ketat,12/16/2021,0
wR72_,Positif,patuh protokol sehat lancar ptm batas,12/16/2021,0
CKedire,Positif,dukung ptm laksana aman,12/16/2021,0
YankeeBrian_,Positif,atur ketat pandemi ptm hindar learning los mundur akademis lost generation hilang generasi,12/16/2021,0
Gunapraadha,Positif,perintah harap dukung ptm batas prokes ketat dukung penuh presiden,12/16/2021,0
Widyarenee_,Positif,apa ajar jarak anti ptm metode didik dngn pj batas siswa mampu ikut pj utama daerah konektivitas internet pada,12/16/2021,0
bandoengnie,Negatif,alah besok ptm males,12/16/2021,0
bebebmue,Positif,prokes ketat wajib sat ptm,12/16/2021,0
gosebombs,Positif,met pagi semangat ptm online,12/16/2021,0
jhnnyrnjun,Positif,semangat bsok ptm jiakh bgun pgi lu,12/16/2021,0
Harian_Jogja,Negatif,sekolah dimbau paksa ptm,12/16/2021,0
quaintrellehere,Negatif,takut ptm senyum,12/16/2021,0
HidayatHHP,Positif,fakta angka klaster ptm batas data lapor sekolah warga sekolah tular infeksi klaster ptm batas so cek fakta jaga prokes,12/16/2021,0
pedesnyabanyak,Positif,ptm,12/16/2021,0
beritaKBR,Negatif,buk sekolah pandemi muncul klaster tular covid,12/16/2021,0
MariaGSoemitro,Positif,isu tiga siswa guru konfirmasi positif covid ptm batas fakta data asal satu sekolah verifikasi,12/16/2021,0
CNNIndonesia,Negatif,puan sorot sekolah klaster covid curi start ptm,12/16/2021,0
MedanPlus,Negatif,izin ptm,12/16/2021,0
suci_risalah,Positif,inti peran sekolah siswa orangtua ptm batas hasil hasil nga sekolah normal normal prokes,12/16/2021,0
faysfolder,Positif,morning mots semangat pts ptm daring,12/16/2021,0
nusabalicom,Positif,ptm jalan lancar,12/16/2021,0
rikithingy,Negatif,alah gasiap ptm,12/16/2021,0
Yasmifn,Positif,pelaksanan ptm serta prokes vaksinasi,12/16/2021,0
karinacilok,Negatif,takut ptm,12/16/2021,0
crystalbutek,Positif,ptm batas jalan lancar aman guru guru vaksin moga ptm jalan vaksin tenaga didik,12/15/2021,0
Sanjayaluv,Positif,deteksi level tuju tular masif tutup sekolah sangkut sekolah protokol sehat boleh lanjut ptm batas prokes,12/15/2021,0
rullyfebiansyah,Positif,sinergi ptm batas ikut vaksin tenaga didik vaksinasi guru ajar aman vaksin tenaga didik,12/15/2021,0
WagimanDeep212_,Positif,elektabilitas golkar gerindra pdip turun ptm suletan turun muehehe,12/15/2021,0
mendaqqi,Positif,ptm solusi baik anak anak tingkat minat ajar vaksin tenaga didik,12/15/2021,0
HusnaNaina,Positif,mari cepat vaksinasi guru staf anak anak aman ptm guru guru vaksin moga ptm jalan vaksin tenaga didik,12/15/2021,0
DOY1LUVR,Negatif,ptm ribet heran,12/15/2021,0
jaysflvv,Negatif,mager ptm,12/15/2021,0
DiniRainsa,Negatif,henti ptm,12/15/2021,0
aylazhcnle,Positif,ptm abshabsbsnbsb,12/15/2021,0
Anggira35246224,Positif,denga dukung ptm batas huga dukung bapa guru vaksin loh lupa patuh prokes anak anak kangen sekolah vaksin tenaga didik,12/15/2021,0
panah_bintangku,Positif,fakta data komulatif juli data fakta angka klaster ptm batas data lapor sekolah warga sekolah guru siswa perangkat sekolah tular covid,12/15/2021,0
kotajakbar,Positif,seko jakbar ptm jalan sesuai tentu,12/15/2021,0
AraNiagara1,Positif,gw harap strategi pikir matang perintah kait ptm batas jalan lapang strategi bagus laksana hati mari prokes,12/15/2021,0
medanku,Positif,pkm kota medan turun level,12/15/2021,0
jangan_kejam,Positif,ptm pacu semangat ajar vaksinasi guru cepat semangat ajar anak anak vaksin tenaga didik,12/15/2021,0
Bungaqww,Positif,turun capai ajar salah dampak pj panjang ptm harap semangat ajar anak anak vaksin tenaga didik,12/15/2021,0
Dwiaprily,Positif,kepo gimana aplikasi metode ptm metode dng ambil sampling kota kabupaten minimal alokasi sesuai dng sekolah ptm batas camat ptm prokes,12/15/2021,0
Polsek_Pdr442,Positif,bhabinkamtibmas,12/15/2021,0
saturnvios,Negatif,besok ptm alahuakbar takut,12/15/2021,0
mynameisfni,Negatif,ptm resah,12/15/2021,0
RadioElshinta,Negatif,kemendikbudristek september sekolah,12/15/2021,0
rubahabu,Positif,ptm bahasa arab huhu,12/15/2021,0
maryoshxy,Negatif,males ptm,12/15/2021,0
jjkxaryn,Negatif,ptm cape,12/15/2021,0
slythoon,Negatif,dh ptm tugas dl asa cepet copyright,12/15/2021,0
euphordream,Positif,alhamdulilah untung ptm guru galak,12/15/2021,0
jawapos,Positif,ptm temangung lancar kuota siswa tambah,12/15/2021,0
newsbontang,Negatif,jatur korban covid,12/15/2021,0
cherizlatte,Positif,ajar siap ptm besok semangat rest wel,12/15/2021,0
DlNAMlTAE,Negatif,takut ptm,12/15/2021,0
bubbiiieuu,Negatif,alah takut ptm,12/15/2021,0
KecKismantoro,Positif,vaksinasi khusus ajar smp kismantoro sehat sehat dek ajar tatap muka kismantoro jawa,12/15/2021,0
NoMoreCovids19,Positif,takut ptm disiplin prokes,12/15/2021,0
catatankaqihati,Positif,didik vaksin ptm batas daerah bs,12/15/2021,0
IpehBe,Netral,atur ptm ketat sekolah murid,12/15/2021,0
KClanoo,Positif,dukung peran tua murid dlm pelaksanan ptm batas,12/15/2021,0
nunaiha,Positif,pj panjang dampak permanen ajar terap ptm batas serta dg prokes ketat,12/15/2021,0
PutriKemb4r,Positif,ptm batas didik adaptasi perilaku hidup pandemi,12/15/2021,0
srikandwi,Positif,prokes ptm,12/15/2021,0
hangontheree,Positif,pagi semangat ptm pj pts god luck moga hasil,12/15/2021,0
CelXtr,Negatif,ptm gesa gesa ujung cluster sekolah mg sikonya covid reda kasihan siswa sasar covid bangsat,12/15/2021,0
AnisaAnggiR,Positif,alah moga ptm jalan trade mark,12/15/2021,0
convomf,Positif,trade mark ptm ribet suka,12/15/2021,0
mdaffaapp,Negatif,gamau ptm mager,12/15/2021,0
jakesi_m,Positif,enak ptm gas,12/15/2021,0
chttpn10_,Negatif,ptm gila,12/15/2021,0
Sanjayaluv,Positif,camat sekolah ptm batas otomatis ambil samplenya sekolah ngak ptm periksa prokes,12/15/2021,0
faradilaaa,Positif,anak pasuk fase ptm batas sekolah pembicaran ful online,12/15/2021,0
thelifeofrein,Positif,neng hri ptm ngerti fisika dikit ajar geo trs chenle spam boba,12/15/2021,0
rnjdo0,Negatif,ngerasain ptm lelah nyaman sekolah ofline,12/15/2021,0
JhansTiger,Positif,pj turun minat ajar anak dampak negatif hidup sosial anak laku ptm jaga prokes ketat sekolah prokes,12/15/2021,0
pobrecrespi165,Positif,murid syarat vaksin ikut ptm pakai masker sekolah prokes,12/15/2021,0
Mary_You7,Positif,program cepat vaksinasi ajar ptm,12/15/2021,0
juhaksy,Negatif,ak ptm takut,12/15/2021,0
deryrse,Negatif,takut ptm,12/15/2021,0
Ana_Ike,Positif,perintah mengijinkan ptm batas tentu super ketat cegah tular covid sekolah salah kuat protokol sehat sekolah ptm prokesnya amp evaluasi,12/15/2021,0
fania_surya,Positif,ptm batas selamat anak anak risiko dampak negatif ajar jarak pj panjang apa prokes guru murid sekolah,12/15/2021,0
yoongirl0,Positif,pagi mots ptm semangat daring lupa absen,12/15/2021,0
nofeeeling,Negatif,aelah ptm males,12/15/2021,0
04scjw,Positif,ptm jujur takut,12/15/2021,0
jenoaci,Positif,wikshahsjs gw ptm trade mark trade mark trade mark trade mark,12/15/2021,0
akunovitania,Positif,bismilah upaya vaksinasi prokes ptm batas timbang siap moga jalan lancar dukung,12/15/2021,0
DianRavi,Positif,tingkat paud sd butuh ptm batas prokes pasti,12/15/2021,0
kekeciwan,Negatif,gamau ptm introvert,12/15/2021,0
AhliiD,Positif,harap ptm,12/15/2021,0
republikaonline,Positif,sekolah laksana ptm batas utama selamat siswa guru,12/14/2021,0
OktavianiAfrida,Positif,semarang vaksin covid anak usia sunti anak anak kota semarang sunti vaksin anak sambut hangat tua guru harap vaksinasi anak anak sehat ajar tatap muka,12/14/2021,0
BeritaBaru,Netral,satgas ptm utama sehat selamat serta didik,12/14/2021,0
DiahAgustinaWu1,Positif,sekolah ana ptm mbak prokes kelas siswa so ana ptm semingu gilir siswa,12/14/2021,0
agnezkok,Positif,kelam ajar rumah ptm hehe sampe abai prokes lupa okey cepat vaksinasi guru vaksin tenaga didik,12/14/2021,0
sudazaki,Negatif,ptm sekolah swasta,12/14/2021,0
heycandra1,Positif,metode ambil sampling kota kabupaten ptm ambil sampel,12/14/2021,0
DiahSally,Positif,pantesan pergi pakai seragam ptm bulan bukibuk semangat ngingetin buah hati ketat prokes sat sekolah,12/14/2021,0
foreveryflermil,Negatif,ampun mles ptm sampe sore,12/14/2021,0
icymarklee,Negatif,sekolah ptm sesi sesi plis sesi boring,12/14/2021,0
heycandra1,Positif,deteksi level tuju jaga sehat sekolah protokol kesehetan boleh lanjut ptm batas,12/14/2021,0
stqobeyi,Negatif,istirahat ptm menit jing,12/14/2021,0
mporatne,Positif,sekolah lapor klaster covid sat ptm batas total siswa positif covid duh anak prokes,12/14/2021,0
metrosulawesi,Positif,sapras prokes ptm batas sdn palupi,12/14/2021,0
hallo_wulandari,Positif,perintah nentuin strategi cegah klaster ptm batas sekolah sekolah loh,12/14/2021,0
tipsykripsi,Negatif,tolong ak gamau ptm,12/14/2021,0
jesna_aaleasha,Positif,iri bngt rayain guru sekolah sekolah daring kemaren kemaren ptm,12/14/2021,0
newsmerahputih,Positif,muncul klaster sekolah jateng,12/14/2021,0
bayufitri,Positif,anak zink tua ptm batas ajar online sekolah ajar anak ptm batas sembari prokes,12/14/2021,0
PBNews_co,Positif,ptm batas papua barat sistem shift,12/14/2021,0
